gyro_0,gyro_1,gyro_2,accel_0,accel_1,accel_2,mag_0,mag_1,mag_2
-0.001065,-0.001065,-0.001065,-0.053125,10.160625,0.261875,0,0,0
-0.002131,0.001065,0.0,-0.06375,10.149375,0.251875,0,0,0
0.0,0.0,0.0,-0.049375,10.156875,0.250625,0,0,0
0.0,0.0,0.0,-0.036875,10.164375,0.271875,0,0,0
-0.001065,0.001065,0.0,-0.045625,10.155,0.26875,0,0,0
0.0,0.001065,0.001065,-0.050625,10.154375,0.256875,0,0,0
0.0,0.002131,-0.001065,-0.0525,10.158125,0.24125,0,0,0
0.001065,0.001065,-0.001065,-0.044375,10.166875,0.264375,0,0,0
0.0,-0.001065,-0.001065,-0.043125,10.18125,0.2675,0,0,0
0.0,0.0,0.0,-0.066875,10.15375,0.245625,0,0,0
-0.001065,0.001065,0.001065,-0.046875,10.14875,0.26125,0,0,0
0.0,0.001065,-0.001065,-0.04875,10.16,0.254375,0,0,0
0.0,0.001065,-0.001065,-0.041875,10.15875,0.269375,0,0,0
0.0,0.001065,-0.002131,-0.040625,10.168125,0.270625,0,0,0
-0.001065,0.001065,-0.001065,-0.065,10.151875,0.24375,0,0,0
0.001065,0.001065,-0.002131,-0.03875,10.1625,0.269375,0,0,0
0.001065,0.001065,-0.001065,-0.025,10.170625,0.2725,0,0,0
-0.001065,-0.001065,0.0,-0.0575,10.166875,0.270625,0,0,0
0.0,-0.002131,0.0,-0.06625,10.153125,0.255,0,0,0
-0.001065,0.0,0.0,-0.04625,10.164375,0.25625,0,0,0
0.001065,0.001065,0.001065,-0.043125,10.158125,0.26,0,0,0
0.001065,0.001065,0.0,-0.03875,10.165625,0.26125,0,0,0
0.0,0.001065,-0.001065,-0.060625,10.15375,0.250625,0,0,0
-0.001065,-0.001065,0.0,-0.0475,10.153125,0.2575,0,0,0
0.0,-0.001065,-0.001065,-0.040625,10.14875,0.279375,0,0,0
0.0,0.0,-0.001065,-0.051875,10.174375,0.273125,0,0,0
0.0,0.0,-0.001065,-0.031875,10.165625,0.259375,0,0,0
0.001065,0.0,-0.001065,-0.079375,10.155625,0.250625,0,0,0
0.0,-0.001065,0.001065,-0.04,10.166875,0.260625,0,0,0
-0.001065,0.0,0.001065,-0.023125,10.16625,0.269375,0,0,0
-0.001065,0.0,0.0,-0.058125,10.156875,0.25375,0,0,0
0.0,0.0,-0.001065,-0.070625,10.15125,0.260625,0,0,0
0.0,0.0,-0.002131,-0.033125,10.1475,0.248125,0,0,0
0.0,0.001065,-0.001065,-0.036875,10.17,0.27625,0,0,0
0.002131,0.002131,0.0,-0.060625,10.183125,0.2625,0,0,0
0.002131,0.001065,0.0,-0.060625,10.181875,0.25375,0,0,0
0.0,0.0,0.001065,-0.0525,10.14875,0.260625,0,0,0
0.0,0.0,0.0,-0.035,10.1625,0.26,0,0,0
0.0,0.0,0.0,-0.0475,10.17625,0.26375,0,0,0
0.0,-0.001065,0.001065,-0.05875,10.165,0.26125,0,0,0
0.0,0.0,-0.001065,-0.048125,10.1525,0.25125,0,0,0
0.0,0.0,0.0,-0.036875,10.158125,0.253125,0,0,0
0.0,0.0,0.0,-0.0425,10.170625,0.270625,0,0,0
0.001065,0.0,-0.001065,-0.0575,10.158125,0.266875,0,0,0
0.001065,0.0,-0.001065,-0.051875,10.153125,0.25375,0,0,0
-0.001065,0.0,-0.001065,-0.035625,10.155625,0.2525,0,0,0
-0.001065,0.0,0.001065,-0.033125,10.16,0.269375,0,0,0
0.0,0.0,0.001065,-0.0525,10.16875,0.263125,0,0,0
0.001065,0.001065,0.0,-0.060625,10.15625,0.248125,0,0,0
0.0,0.001065,-0.001065,-0.039375,10.15625,0.26125,0,0,0
0.001065,0.001065,0.0,-0.03625,10.1675,0.26875,0,0,0
0.0,0.001065,0.002131,-0.06,10.161875,0.265625,0,0,0
0.0,0.001065,0.001065,-0.065,10.158125,0.261875,0,0,0
0.0,0.0,-0.001065,-0.043125,10.16875,0.248125,0,0,0
0.0,-0.001065,-0.001065,-0.03375,10.165625,0.270625,0,0,0
0.0,0.0,-0.001065,-0.039375,10.165,0.271875,0,0,0
-0.002131,-0.001065,0.0,-0.06625,10.1475,0.254375,0,0,0
0.0,0.0,0.001065,-0.041875,10.159375,0.2625,0,0,0
0.001065,0.001065,0.0,-0.039375,10.16875,0.2625,0,0,0
0.0,0.001065,0.0,-0.041875,10.1675,0.28375,0,0,0
0.0,0.001065,-0.001065,-0.053125,10.1575,0.239375,0,0,0
0.0,0.001065,-0.001065,-0.045,10.15625,0.241875,0,0,0
0.0,0.001065,-0.001065,-0.061875,10.166875,0.254375,0,0,0
0.0,0.001065,0.0,-0.015,10.163125,0.2775,0,0,0
0.001065,0.0,-0.001065,-0.0975,10.15875,0.26625,0,0,0
-0.001065,0.001065,-0.001065,-0.02125,10.141875,0.265625,0,0,0
0.0,0.001065,-0.001065,-0.049375,10.1575,0.265,0,0,0
0.0,0.002131,0.0,-0.0725,10.16375,0.27375,0,0,0
-0.001065,0.0,0.0,-0.035625,10.15,0.26625,0,0,0
-0.001065,0.002131,0.0,-0.05,10.155,0.248125,0,0,0
-0.001065,0.002131,-0.001065,-0.05875,10.169375,0.253125,0,0,0
-0.001065,0.001065,-0.001065,-0.021875,10.171875,0.263125,0,0,0
0.001065,0.001065,-0.001065,-0.02625,10.169375,0.27,0,0,0
-0.001065,0.0,0.0,-0.06125,10.1425,0.26,0,0,0
0.0,0.0,0.0,-0.054375,10.1425,0.261875,0,0,0
0.0,0.0,0.0,-0.041875,10.161875,0.256875,0,0,0
0.0,0.0,-0.001065,-0.0375,10.17375,0.275,0,0,0
0.0,0.001065,0.0,-0.06125,10.163125,0.255625,0,0,0
0.001065,0.0,0.001065,-0.05625,10.1475,0.25375,0,0,0
0.0,0.0,-0.001065,-0.036875,10.16625,0.256875,0,0,0
0.0,0.0,-0.001065,-0.034375,10.164375,0.275625,0,0,0
0.001065,0.001065,0.0,-0.04375,10.153125,0.261875,0,0,0
-0.001065,0.002131,0.0,-0.059375,10.1525,0.250625,0,0,0
0.001065,0.001065,-0.001065,-0.049375,10.16,0.249375,0,0,0
0.001065,0.001065,0.0,-0.04125,10.1625,0.270625,0,0,0
-0.001065,0.001065,0.001065,-0.03875,10.16875,0.254375,0,0,0
-0.001065,0.0,0.0,-0.076875,10.1575,0.255,0,0,0
0.0,0.001065,-0.001065,-0.045625,10.165,0.25375,0,0,0
0.0,0.002131,0.0,-0.04,10.17,0.269375,0,0,0
0.0,0.001065,-0.001065,-0.04,10.1575,0.269375,0,0,0
0.0,0.0,-0.001065,-0.07125,10.166875,0.263125,0,0,0
0.0,0.0,-0.001065,-0.054375,10.155,0.25,0,0,0
0.0,0.001065,-0.001065,-0.041875,10.158125,0.26875,0,0,0
-0.001065,0.001065,-0.001065,-0.035,10.1475,0.275625,0,0,0
-0.001065,0.0,-0.001065,-0.03875,10.148125,0.256875,0,0,0
-0.001065,0.0,-0.001065,-0.063125,10.148125,0.248125,0,0,0
0.0,0.001065,-0.001065,-0.05875,10.15625,0.255625,0,0,0
0.001065,0.0,0.0,-0.03,10.17375,0.248125,0,0,0
0.0,0.001065,0.0,-0.04875,10.161875,0.26375,0,0,0
-0.001065,0.001065,-0.001065,-0.06875,10.150625,0.26125,0,0,0
0.0,0.0,-0.001065,-0.05875,10.171875,0.253125,0,0,0
0.0,-0.001065,0.001065,-0.029375,10.16125,0.25375,0,0,0
-0.001065,0.001065,0.0,-0.040625,10.16875,0.26625,0,0,0
-0.001065,0.001065,-0.001065,-0.06625,10.16625,0.24375,0,0,0
0.0,0.001065,-0.001065,-0.051875,10.151875,0.253125,0,0,0
0.0,0.0,-0.001065,-0.038125,10.165,0.275,0,0,0
0.0,0.0,0.0,-0.0325,10.161875,0.264375,0,0,0
0.001065,0.001065,0.0,-0.05875,10.14375,0.253125,0,0,0
0.0,0.001065,-0.001065,-0.0575,10.15375,0.246875,0,0,0
0.0,0.0,-0.001065,-0.039375,10.16625,0.271875,0,0,0
0.0,0.001065,0.0,-0.04,10.165,0.26375,0,0,0
0.001065,0.0,0.0,-0.04875,10.14875,0.26375,0,0,0
0.001065,0.0,0.0,-0.05625,10.15625,0.241875,0,0,0
0.0,0.0,0.001065,-0.04,10.14625,0.265625,0,0,0
0.0,0.0,0.0,-0.036875,10.165,0.273125,0,0,0
0.0,0.001065,-0.001065,-0.031875,10.15625,0.258125,0,0,0
0.001065,0.0,-0.001065,-0.06375,10.154375,0.251875,0,0,0
0.001065,0.001065,-0.001065,-0.05625,10.161875,0.2525,0,0,0
-0.001065,0.001065,0.0,-0.046875,10.171875,0.268125,0,0,0
-0.001065,0.0,0.001065,-0.02875,10.168125,0.264375,0,0,0
-0.001065,0.0,0.0,-0.05125,10.1475,0.255,0,0,0
0.001065,0.001065,0.0,-0.0525,10.15125,0.25375,0,0,0
0.0,0.001065,-0.001065,-0.043125,10.156875,0.26,0,0,0
0.0,0.001065,-0.001065,-0.043125,10.17375,0.2675,0,0,0
0.0,0.0,0.0,-0.0525,10.1625,0.275,0,0,0
0.002131,0.0,0.001065,-0.066875,10.145625,0.249375,0,0,0
-0.001065,0.0,-0.001065,-0.043125,10.16125,0.263125,0,0,0
-0.002131,0.001065,-0.001065,-0.029375,10.16,0.2775,0,0,0
0.0,0.0,-0.001065,-0.05125,10.149375,0.2625,0,0,0
0.001065,0.001065,-0.001065,-0.05625,10.14375,0.26625,0,0,0
0.0,0.0,-0.002131,-0.07125,10.1725,0.25625,0,0,0
-0.001065,0.0,-0.001065,-0.02,10.175,0.28,0,0,0
-0.001065,0.001065,0.001065,-0.038125,10.17625,0.263125,0,0,0
0.0,0.001065,0.0,-0.071875,10.164375,0.24625,0,0,0
-0.001065,0.0,0.001065,-0.041875,10.17,0.255625,0,0,0
-0.001065,0.0,-0.001065,-0.034375,10.16875,0.273125,0,0,0
-0.001065,0.0,0.0,-0.038125,10.15375,0.28125,0,0,0
-0.002131,0.0,0.0,-0.065625,10.1625,0.255625,0,0,0
0.0,0.001065,-0.002131,-0.058125,10.156875,0.2475,0,0,0
0.0,0.001065,0.0,-0.03375,10.151875,0.263125,0,0,0
0.001065,0.001065,-0.001065,-0.026875,10.17125,0.278125,0,0,0
0.0,0.0,0.001065,-0.07,10.154375,0.256875,0,0,0
-0.001065,0.0,-0.001065,-0.015625,10.14875,0.25,0,0,0
0.0,0.0,-0.002131,-0.088125,10.14875,0.25125,0,0,0
0.0,0.001065,0.0,-0.030625,10.179375,0.27125,0,0,0
0.0,0.001065,0.001065,-0.00875,10.189375,0.25875,0,0,0
-0.002131,0.0,-0.001065,-0.0775,10.14625,0.2425,0,0,0
-0.001065,0.0,0.0,-0.0575,10.168125,0.265625,0,0,0
-0.001065,0.001065,0.001065,-0.006875,10.168125,0.26375,0,0,0
-0.001065,0.001065,0.0,-0.045,10.1475,0.25875,0,0,0
-0.001065,0.0,0.001065,-0.068125,10.15875,0.259375,0,0,0
-0.001065,0.001065,0.0,-0.04875,10.1725,0.253125,0,0,0
0.0,0.0,0.0,-0.02,10.166875,0.258125,0,0,0
0.0,0.001065,0.0,-0.04625,10.15875,0.25625,0,0,0
-0.001065,0.001065,0.001065,-0.0475,10.16,0.24625,0,0,0
-0.002131,0.001065,-0.001065,-0.04375,10.156875,0.260625,0,0,0
-0.002131,0.002131,0.0,-0.04625,10.170625,0.2725,0,0,0
0.0,0.001065,-0.001065,-0.041875,10.161875,0.291875,0,0,0
-0.001065,0.001065,-0.002131,-0.055625,10.156875,0.265,0,0,0
0.0,0.0,0.0,-0.055625,10.159375,0.25125,0,0,0
0.001065,0.0,0.0,-0.04625,10.16375,0.255625,0,0,0
0.0,0.001065,0.001065,-0.0325,10.163125,0.266875,0,0,0
-0.002131,0.001065,0.0,-0.0525,10.178125,0.265,0,0,0
-0.001065,0.0,0.0,-0.056875,10.160625,0.24875,0,0,0
0.0,0.001065,0.0,-0.055,10.1675,0.260625,0,0,0
0.001065,0.001065,0.0,-0.030625,10.16375,0.27375,0,0,0
0.0,0.001065,-0.001065,-0.049375,10.15125,0.253125,0,0,0
0.0,0.002131,-0.002131,-0.063125,10.149375,0.27,0,0,0
-0.001065,0.001065,-0.001065,-0.04375,10.1625,0.258125,0,0,0
0.0,0.001065,0.001065,-0.05,10.165625,0.273125,0,0,0
0.001065,0.0,0.0,-0.040625,10.163125,0.27625,0,0,0
0.0,0.001065,0.0,-0.063125,10.160625,0.261875,0,0,0
-0.002131,0.0,-0.001065,-0.06625,10.160625,0.258125,0,0,0
-0.002131,0.001065,-0.001065,-0.03875,10.15875,0.2625,0,0,0
0.0,0.0,0.0,-0.0325,10.165,0.269375,0,0,0
0.0,-0.001065,0.001065,-0.054375,10.149375,0.26125,0,0,0
-0.001065,-0.001065,0.0,-0.04625,10.15875,0.256875,0,0,0
-0.001065,-0.001065,0.001065,-0.059375,10.165625,0.26625,0,0,0
0.0,0.001065,0.0,-0.040625,10.170625,0.26625,0,0,0
-0.001065,0.0,0.0,-0.0425,10.15625,0.265,0,0,0
0.0,-0.001065,-0.002131,-0.066875,10.15625,0.25125,0,0,0
0.0,0.0,-0.001065,-0.035,10.160625,0.254375,0,0,0
0.0,0.001065,0.0,-0.049375,10.16875,0.263125,0,0,0
-0.001065,0.001065,0.0,-0.046875,10.163125,0.27125,0,0,0
-0.001065,0.001065,-0.001065,-0.039375,10.161875,0.2425,0,0,0
0.0,0.001065,-0.001065,-0.055625,10.15875,0.25625,0,0,0
0.0,0.002131,-0.001065,-0.050625,10.1675,0.26,0,0,0
0.001065,0.001065,-0.001065,-0.04125,10.151875,0.26625,0,0,0
-0.001065,0.001065,0.0,-0.0475,10.16625,0.259375,0,0,0
-0.001065,0.001065,-0.001065,-0.059375,10.16125,0.246875,0,0,0
-0.001065,0.001065,-0.001065,-0.04375,10.161875,0.25625,0,0,0
-0.002131,0.002131,-0.001065,-0.043125,10.183125,0.27875,0,0,0
0.0,0.0,-0.001065,-0.048125,10.15,0.256875,0,0,0
0.001065,0.0,-0.002131,-0.06,10.135625,0.245,0,0,0
0.0,0.001065,-0.001065,-0.045,10.170625,0.269375,0,0,0
-0.001065,0.0,0.0,-0.03625,10.14875,0.2725,0,0,0
0.001065,0.0,0.0,-0.055625,10.176875,0.2675,0,0,0
0.002131,0.0,-0.001065,-0.0375,10.13125,0.243125,0,0,0
0.0,0.0,0.0,-0.05875,10.1625,0.25375,0,0,0
-0.001065,0.0,0.0,-0.05125,10.16875,0.265,0,0,0
0.001065,0.001065,0.0,-0.03375,10.1475,0.268125,0,0,0
-0.001065,0.001065,0.0,-0.06125,10.148125,0.255,0,0,0
-0.001065,0.001065,-0.001065,-0.05125,10.154375,0.2475,0,0,0
-0.001065,0.0,0.0,-0.03125,10.169375,0.2675,0,0,0
-0.001065,0.001065,0.0,-0.0375,10.17375,0.259375,0,0,0
0.001065,0.001065,0.0,-0.064375,10.138125,0.2575,0,0,0
-0.001065,0.001065,-0.001065,-0.064375,10.170625,0.254375,0,0,0
-0.001065,0.0,-0.001065,-0.0475,10.156875,0.285,0,0,0
0.001065,0.001065,-0.001065,-0.0275,10.15875,0.26875,0,0,0
-0.002131,0.001065,-0.001065,-0.049375,10.17,0.255625,0,0,0
-0.001065,0.002131,0.001065,-0.058125,10.130625,0.233125,0,0,0
0.0,0.0,0.0,-0.04875,10.17625,0.263125,0,0,0
0.001065,0.0,-0.001065,-0.026875,10.17625,0.264375,0,0,0
0.0,0.0,0.0,-0.050625,10.165625,0.2525,0,0,0
0.001065,0.001065,0.0,-0.0625,10.14875,0.259375,0,0,0
-0.001065,0.001065,0.0,-0.055,10.16125,0.253125,0,0,0
0.001065,0.0,0.001065,-0.031875,10.17375,0.273125,0,0,0
0.001065,0.0,-0.001065,-0.040625,10.16,0.2675,0,0,0
0.0,0.0,-0.001065,-0.054375,10.151875,0.2475,0,0,0
0.001065,0.001065,0.0,-0.05375,10.161875,0.26875,0,0,0
0.0,-0.001065,0.0,-0.044375,10.1675,0.2675,0,0,0
0.001065,0.001065,-0.001065,-0.03125,10.170625,0.27125,0,0,0
0.0,0.002131,0.0,-0.06375,10.158125,0.253125,0,0,0
0.0,0.0,-0.001065,-0.05625,10.161875,0.245,0,0,0
0.002131,0.0,0.0,-0.0325,10.166875,0.27,0,0,0
0.0,0.0,0.0,-0.029375,10.15,0.256875,0,0,0
0.001065,0.001065,-0.001065,-0.05,10.15875,0.259375,0,0,0
0.001065,0.0,-0.001065,-0.053125,10.15625,0.25625,0,0,0
0.0,0.002131,0.001065,-0.055,10.158125,0.274375,0,0,0
0.0,0.002131,0.0,-0.035625,10.173125,0.264375,0,0,0
0.0,0.001065,-0.001065,-0.045625,10.173125,0.259375,0,0,0
0.001065,0.0,-0.002131,-0.0725,10.159375,0.24,0,0,0
0.0,0.0,0.0,-0.03875,10.17125,0.25625,0,0,0
0.002131,0.001065,-0.001065,-0.05375,10.16125,0.259375,0,0,0
0.002131,-0.001065,0.0,-0.015,10.166875,0.2725,0,0,0
0.0,0.0,-0.001065,-0.064375,10.16,0.265,0,0,0
-0.002131,0.001065,-0.001065,-0.076875,10.153125,0.256875,0,0,0
0.0,0.002131,0.0,-0.030625,10.160625,0.26625,0,0,0
0.001065,0.0,0.0,-0.030625,10.15875,0.265625,0,0,0
-0.002131,0.001065,0.001065,-0.0575,10.1575,0.25625,0,0,0
-0.001065,0.001065,0.0,-0.0425,10.1525,0.2675,0,0,0
0.001065,-0.001065,0.0,-0.05375,10.173125,0.27375,0,0,0
0.001065,0.001065,0.001065,-0.0425,10.17375,0.2725,0,0,0
-0.001065,0.001065,0.0,-0.04,10.165,0.2525,0,0,0
-0.001065,0.001065,-0.001065,-0.064375,10.15375,0.241875,0,0,0
0.0,0.001065,0.0,-0.045,10.154375,0.25375,0,0,0
0.0,0.0,0.0,-0.045,10.16375,0.27125,0,0,0
0.0,0.001065,0.001065,-0.03625,10.1625,0.275,0,0,0
-0.002131,0.001065,-0.001065,-0.0625,10.15375,0.26875,0,0,0
0.0,0.001065,-0.001065,-0.066875,10.161875,0.2575,0,0,0
0.0,0.0,-0.001065,-0.029375,10.168125,0.27,0,0,0
-0.001065,0.001065,-0.001065,-0.045,10.15875,0.263125,0,0,0
-0.001065,0.001065,-0.001065,-0.05875,10.150625,0.2475,0,0,0
-0.001065,0.0,0.0,-0.05,10.1575,0.255625,0,0,0
-0.002131,-0.001065,-0.001065,-0.05375,10.163125,0.286875,0,0,0
0.0,0.001065,0.0,-0.033125,10.168125,0.26875,0,0,0
0.0,0.002131,0.0,-0.051875,10.16125,0.26125,0,0,0
0.0,0.0,-0.001065,-0.06125,10.139375,0.249375,0,0,0
0.0,0.0,0.0,-0.0375,10.163125,0.265,0,0,0
0.001065,0.001065,0.001065,-0.044375,10.175,0.264375,0,0,0
0.002131,0.002131,0.0,-0.049375,10.164375,0.27625,0,0,0
-0.001065,0.0,0.0,-0.053125,10.145625,0.261875,0,0,0
-0.001065,0.0,-0.001065,-0.05875,10.165,0.25375,0,0,0
0.0,0.001065,0.0,-0.028125,10.17,0.271875,0,0,0
0.0,0.001065,0.0,-0.0475,10.158125,0.269375,0,0,0
0.0,0.0,-0.001065,-0.07125,10.15375,0.255,0,0,0
0.001065,0.001065,0.001065,-0.050625,10.168125,0.260625,0,0,0
0.0,0.0,0.0,-0.041875,10.17,0.260625,0,0,0
-0.001065,0.0,0.0,-0.035,10.154375,0.27125,0,0,0
-0.001065,0.001065,0.0,-0.055,10.138125,0.245625,0,0,0
0.0,0.0,0.001065,-0.0675,10.170625,0.254375,0,0,0
0.0,-0.001065,0.0,-0.029375,10.158125,0.28,0,0,0
0.0,0.0,0.0,-0.075625,10.151875,0.269375,0,0,0
0.0,0.001065,0.0,-0.05625,10.15875,0.26375,0,0,0
0.001065,0.0,-0.001065,-0.024375,10.148125,0.253125,0,0,0
0.0,0.0,-0.001065,-0.098125,10.15625,0.254375,0,0,0
0.001065,0.002131,0.0,-0.039375,10.179375,0.2775,0,0,0
0.0,0.0,-0.001065,-0.02375,10.158125,0.28125,0,0,0
0.0,0.001065,-0.001065,-0.07625,10.15,0.245625,0,0,0
0.001065,0.001065,0.0,-0.06875,10.168125,0.270625,0,0,0
0.0,0.001065,0.0,-0.033125,10.1725,0.281875,0,0,0
0.0,0.001065,0.001065,-0.03875,10.151875,0.2575,0,0,0
0.001065,0.0,0.0,-0.070625,10.15875,0.24875,0,0,0
0.0,0.001065,0.0,-0.05375,10.165625,0.256875,0,0,0
0.0,0.0,0.0,-0.05375,10.169375,0.28,0,0,0
-0.001065,0.0,0.001065,-0.0425,10.164375,0.278125,0,0,0
-0.001065,0.0,0.001065,-0.0525,10.16625,0.250625,0,0,0
-0.001065,0.001065,0.0,-0.05625,10.146875,0.253125,0,0,0
-0.001065,0.001065,0.0,-0.05125,10.16125,0.2625,0,0,0
0.0,0.001065,0.001065,-0.035,10.1575,0.260625,0,0,0
0.001065,0.0,0.001065,-0.04625,10.160625,0.255625,0,0,0
0.0,0.001065,0.0,-0.05875,10.15625,0.254375,0,0,0
-0.001065,0.0,0.0,-0.05125,10.160625,0.249375,0,0,0
-0.001065,0.0,0.0,-0.039375,10.16625,0.283125,0,0,0
0.001065,0.001065,0.001065,-0.04625,10.16125,0.261875,0,0,0
0.0,0.001065,-0.001065,-0.04875,10.149375,0.22875,0,0,0
0.0,0.0,-0.001065,-0.0575,10.15,0.254375,0,0,0
0.0,0.0,0.0,-0.03125,10.183125,0.27625,0,0,0
0.0,0.001065,0.0,-0.026875,10.1775,0.278125,0,0,0
0.0,0.002131,0.0,-0.06875,10.168125,0.265625,0,0,0
0.001065,0.0,0.0,-0.068125,10.155625,0.255,0,0,0
0.0,0.0,0.0,-0.03,10.156875,0.2725,0,0,0
0.0,0.001065,-0.001065,-0.03,10.154375,0.271875,0,0,0
0.0,0.002131,-0.001065,-0.05375,10.160625,0.2625,0,0,0
0.0,0.001065,-0.001065,-0.0625,10.165625,0.2525,0,0,0
0.001065,0.001065,-0.002131,-0.053125,10.16125,0.26625,0,0,0
0.0,0.001065,0.0,-0.0325,10.1575,0.279375,0,0,0
-0.001065,0.001065,0.0,-0.04375,10.15125,0.2575,0,0,0
0.0,0.0,-0.001065,-0.055,10.14875,0.25625,0,0,0
0.0,0.001065,0.0,-0.05625,10.173125,0.2675,0,0,0
0.0,0.001065,0.001065,-0.033125,10.181875,0.278125,0,0,0
0.0,0.001065,0.001065,-0.048125,10.158125,0.264375,0,0,0
0.0,0.001065,-0.001065,-0.053125,10.15,0.249375,0,0,0
-0.001065,0.001065,-0.001065,-0.0625,10.158125,0.255,0,0,0
-0.001065,0.0,0.0,-0.036875,10.17375,0.274375,0,0,0
0.0,0.0,-0.001065,-0.041875,10.155,0.26625,0,0,0
0.001065,0.001065,0.0,-0.053125,10.15375,0.258125,0,0,0
0.001065,0.001065,-0.001065,-0.0475,10.154375,0.246875,0,0,0
0.0,0.0,0.0,-0.046875,10.163125,0.265625,0,0,0
-0.001065,0.0,-0.001065,-0.03875,10.163125,0.26,0,0,0
-0.001065,0.0,0.0,-0.044375,10.15125,0.266875,0,0,0
-0.001065,0.002131,0.0,-0.068125,10.148125,0.258125,0,0,0
-0.001065,0.001065,0.0,-0.048125,10.168125,0.275,0,0,0
-0.002131,0.0,0.0,-0.039375,10.16625,0.26375,0,0,0
-0.001065,0.001065,0.0,-0.045625,10.163125,0.263125,0,0,0
0.001065,0.0,0.0,-0.05375,10.15,0.25875,0,0,0
0.0,0.001065,-0.001065,-0.0625,10.1625,0.260625,0,0,0
-0.001065,0.002131,-0.001065,-0.02625,10.175625,0.27125,0,0,0
-0.001065,0.001065,0.0,-0.0325,10.155625,0.273125,0,0,0
0.001065,0.001065,0.0,-0.064375,10.1425,0.25,0,0,0
0.0,0.002131,-0.001065,-0.0575,10.16125,0.261875,0,0,0
-0.001065,0.001065,0.0,-0.03875,10.169375,0.2625,0,0,0
0.0,0.002131,0.0,-0.045625,10.17125,0.265,0,0,0
0.001065,0.002131,0.0,-0.050625,10.155625,0.244375,0,0,0
0.0,0.001065,0.0,-0.070625,10.156875,0.24875,0,0,0
0.0,0.001065,0.0,-0.05125,10.158125,0.275,0,0,0
-0.002131,0.0,0.001065,-0.034375,10.160625,0.26625,0,0,0
-0.001065,0.001065,0.0,-0.040625,10.149375,0.254375,0,0,0
-0.001065,0.0,0.0,-0.06625,10.159375,0.253125,0,0,0
-0.001065,0.002131,0.0,-0.048125,10.160625,0.26625,0,0,0
0.0,0.001065,0.0,-0.026875,10.170625,0.26875,0,0,0
0.0,0.002131,0.0,-0.059375,10.15,0.25125,0,0,0
0.002131,0.002131,0.001065,-0.046875,10.144375,0.263125,0,0,0
0.001065,0.002131,-0.001065,-0.051875,10.161875,0.27125,0,0,0
0.0,0.001065,-0.003196,-0.046875,10.178125,0.28875,0,0,0
0.0,0.0,-0.001065,-0.039375,10.16,0.265625,0,0,0
0.001065,0.0,-0.001065,-0.0525,10.1525,0.2575,0,0,0
-0.002131,0.001065,-0.001065,-0.046875,10.156875,0.261875,0,0,0
-0.002131,0.0,0.0,-0.0475,10.155625,0.261875,0,0,0
-0.001065,0.001065,-0.001065,-0.056875,10.15375,0.268125,0,0,0
-0.001065,0.0,0.0,-0.02875,10.163125,0.258125,0,0,0
0.0,0.001065,-0.001065,-0.073125,10.155625,0.265,0,0,0
0.002131,0.002131,-0.001065,-0.08,10.160625,0.251875,0,0,0
0.002131,0.001065,-0.001065,0.02125,10.18375,0.27375,0,0,0
0.0,0.001065,-0.002131,-0.055625,10.151875,0.250625,0,0,0
0.001065,0.001065,-0.001065,-0.08625,10.158125,0.25625,0,0,0
0.001065,0.001065,0.0,-0.038125,10.181875,0.274375,0,0,0
0.0,0.001065,0.001065,-0.0275,10.178125,0.276875,0,0,0
0.0,0.001065,-0.001065,-0.044375,10.1425,0.245,0,0,0
0.0,0.001065,0.0,-0.055625,10.15375,0.258125,0,0,0
0.0,0.0,0.0,-0.050625,10.1575,0.2775,0,0,0
0.0,0.0,0.0,-0.060625,10.158125,0.271875,0,0,0
-0.001065,-0.001065,0.0,-0.0325,10.159375,0.26625,0,0,0
0.0,0.001065,0.001065,-0.0525,10.160625,0.243125,0,0,0
0.001065,0.0,-0.001065,-0.0675,10.151875,0.253125,0,0,0
0.0,0.001065,-0.001065,-0.05375,10.15875,0.266875,0,0,0
-0.001065,0.002131,0.0,-0.035625,10.16625,0.26875,0,0,0
-0.002131,0.001065,0.0,-0.059375,10.155,0.26,0,0,0
0.0,-0.001065,0.0,-0.055,10.160625,0.26375,0,0,0
0.001065,0.002131,-0.001065,-0.043125,10.1625,0.27125,0,0,0
0.0,0.0,0.0,-0.03,10.158125,0.26125,0,0,0
0.0,0.0,0.0,-0.045625,10.149375,0.2575,0,0,0
-0.001065,0.001065,0.0,-0.060625,10.151875,0.253125,0,0,0
0.001065,0.001065,-0.001065,-0.060625,10.171875,0.26625,0,0,0
0.0,0.001065,-0.001065,-0.031875,10.1775,0.27,0,0,0
-0.001065,0.0,-0.001065,-0.051875,10.16125,0.25875,0,0,0
0.0,0.0,-0.001065,-0.05875,10.151875,0.253125,0,0,0
0.0,0.001065,0.0,-0.056875,10.153125,0.26125,0,0,0
-0.001065,0.001065,-0.001065,-0.0325,10.176875,0.280625,0,0,0
0.0,0.001065,-0.001065,-0.036875,10.164375,0.26125,0,0,0
0.0,0.001065,-0.001065,-0.04875,10.154375,0.2525,0,0,0
-0.002131,0.001065,0.0,-0.059375,10.154375,0.253125,0,0,0
0.001065,0.001065,0.0,-0.048125,10.16,0.27875,0,0,0
0.0,0.0,-0.001065,-0.033125,10.163125,0.265625,0,0,0
0.0,0.001065,0.0,-0.0475,10.158125,0.251875,0,0,0
